-77.461657, 169.1839688
-77.45979138, 169.22257
-77.45987065, 169.223245
-77.45816076, 169.2576147
-77.45784685, 169.2574408
-77.4595494, 169.2232188
-77.4592312, 169.2231311
-77.45757209, 169.2564799
-77.45741169, 169.2559189
-77.45904543, 169.2230798
-77.45872724, 169.2229921
-77.45713694, 169.2549579
-77.45686218, 169.253997
-77.45840904, 169.2229043
-77.45733662, 169.2215313
-77.45589052, 169.2505986
-77.45561576, 169.2496376
-77.45706624, 169.2204824
-77.45678488, 169.2196543
-77.45534101, 169.2486767
-77.45428262, 169.2449729
-77.45364289, 169.2420486
-77.45372559, 169.2403862
-77.45436532, 169.2433106
-77.45444802, 169.2416483
-77.45380829, 169.2387239
-77.45389099, 169.2370616
-77.45453072, 169.2399859
-77.45461342, 169.2383236
-77.45397369, 169.2353993
-77.45405639, 169.2337369
-77.45469612, 169.2366613
-77.45477883, 169.2349989
-77.45413909, 169.2320746
-77.45422179, 169.2304123
-77.45486153, 169.2333366
-77.45494423, 169.2316743
-77.4543045, 169.2287499
-77.4543872, 169.2270876
-77.45502693, 169.2300119
-77.45510963, 169.2283496
-77.4544699, 169.2254253
-77.4545526, 169.2237629
-77.45519233, 169.2266873
-77.45527503, 169.2250249
-77.4546353, 169.2221006
-77.454718, 169.2204383
-77.45535773, 169.2233626
-77.45544044, 169.2217003
-77.4548007, 169.2187759
-77.4549107, 169.2172384
-77.45552314, 169.2200379
-77.45560584, 169.2183756
-77.45540999, 169.2174804
-77.45579891, 169.2172178
-77.4563153, 169.2174631
-77.461657, 169.1839688
